INVOICE_DATE,INVOICE_NUMBER,RETAILER_CODE,HIERARCHY_CATEGORY,HIERARCHY_BRAND,HIERARCHY_REGIONAL_BRAND,PRODUCT_CODE,GROSS_AMOUNT
2025-05-24,IN14077626003035,Out-218402,Packaged Beverages,Tata Coffee,TC Grand Instant,14000000007471,594.050000
2025-04-30,IN15890326001336,Out-379275,Packaged Foods,Tata Sampann,Tata Sampann Makhana,15000000002506,1542.900000
2025-06-17,IN14077626004966,Out-210759,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,234.680000
2025-06-23,IN14077626A00606,Out-211022,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,117.340000
2025-06-30,IN14077626005877,Out-212810,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,117.340000
2025-06-18,IN14077626A00502,Out-210725,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,117.340000
2025-06-17,IN14077626A00469,Out-211824,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,117.340000
2025-06-20,IN14077626A00565,Out-211188,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,117.340000
2025-06-26,IN14077626A00665,Out-1088208,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,117.340000
2025-06-24,IN14077626A00638,Out-212633,Ready to eat,Soulfull,Soulfull Ragi Bites Sticks (Snack),14000000012429,117.340000
2025-04-22,IN15890326000991,Out-379296,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007245,246.400000
2025-04-21,IN15890326000988,Out-379288,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007245,246.400000
2025-04-22,IN15890326000993,Out-379364,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007245,246.400000
2025-04-21,IN15890326000986,Out-379215,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007245,246.400000
2025-04-21,IN15890326000980,Out-379313,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007245,246.400000
2025-04-22,IN15890326000997,Out-379052,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007245,246.400000
2025-04-22,IN15890326000994,Out-379059,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007245,246.400000
2025-04-22,IN15890326000989,Out-378843,Ready to eat,Soulfull,Soulfull Ragi Bites Fills (Snack),14000000007245,246.400000
2025-06-27,IN17747926002033,Out-400210,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000008099,410.600000
2025-05-22,IN14077626002907,Out-4524029,Captain,Chings Secret,Chings Noodles,14000000007944,147.420000
2025-05-24,IN14077626003023,Out-212927,Captain,Chings Secret,Chings Noodles,14000000007944,73.710000
2025-05-24,IN14077626003018,Out-212148,Captain,Chings Secret,Chings Noodles,14000000007944,24.570000
2025-05-24,IN14077626003022,Out-210719,Captain,Chings Secret,Chings Noodles,14000000007944,49.140000
2025-05-24,IN14077626003017,Out-212090,Captain,Chings Secret,Chings Noodles,14000000007944,98.280000
2025-05-26,IN14077626003101,Out-211232,Captain,Chings Secret,Chings Noodles,14000000007944,909.090000
2025-05-24,IN14077626003025,Out-211942,Captain,Chings Secret,Chings Noodles,14000000007944,73.710000
2025-05-24,IN14077626003024,Out-210509,Captain,Chings Secret,Chings Noodles,14000000007944,73.710000
2025-05-24,IN14077626003021,Out-212185,Captain,Chings Secret,Chings Noodles,14000000007944,24.570000
2025-05-09,IN14077626002195,Out-211931,Organic India,Organic India,Organic India-Herbal Suppliments,14000000008301,320.000000
2025-04-12,IN14077626000558,Out-211915,Organic India,Organic India,Organic India-Herbal Suppliments,14000000008301,800.000000
2025-05-09,IN14077626002225,Out-210576,Organic India,Organic India,Organic India-Herbal Suppliments,14000000008301,320.000000
2025-06-29,IN19014026000224,Out-379092,Packaged Beverages,Tata Tea,Gemini,14000000012671,462.860000
2025-06-29,IN19014026000226,Out-379229,Packaged Beverages,Tata Tea,Gemini,14000000012671,462.860000
2025-06-29,IN19014026000225,Out-379260,Packaged Beverages,Tata Tea,Gemini,14000000012671,462.860000
2025-06-29,IN19014026000220,Out-379014,Packaged Beverages,Tata Tea,Gemini,14000000012671,462.860000
2025-06-29,IN19014026000221,Out-379014,Packaged Beverages,Tata Tea,Gemini,14000000012671,462.860000
2025-06-29,IN19014026000219,Out-378817,Packaged Beverages,Tata Tea,Gemini,14000000012671,462.860000
2025-06-29,IN19014026000223,Out-379191,Packaged Beverages,Tata Tea,Gemini,14000000012671,462.860000
2025-06-29,IN19014026000218,Out-378818,Packaged Beverages,Tata Tea,Gemini,14000000012671,462.860000
2025-06-29,IN19014026000222,Out-378811,Packaged Beverages,Tata Tea,Gemini,14000000012671,462.860000
2025-06-28,IN19014026000184,Out-378865,Packaged Beverages,Tata Tea,Gemini,14000000012671,462.860000
2025-06-28,IN14077626005773,Out-211679,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-26,IN14077626005554,Out-4571282,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,97.680000
2025-06-30,IN14077626A00710,Out-4588999,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-27,IN14077626005635,Out-211733,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-30,IN14077626A00727,Out-211383,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-27,IN14077626A00689,Out-212059,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,97.680000
2025-06-25,IN14077626A00653,Out-212623,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-23,IN14077626A00619,Out-211597,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-23,IN14077626005360,Out-211735,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-23,IN14077626A00601,Out-212338,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,97.680000
2025-06-26,IN14077626005577,Out-212916,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-27,IN14077626005646,Out-4537431,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-23,IN14077626A00606,Out-211022,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,293.040000
2025-06-23,IN14077626005372,Out-211891,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-26,IN14077626005572,Out-212268,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-30,IN14077626005877,Out-212810,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,97.680000
2025-06-26,IN14077626005555,Out-212589,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-30,IN14077626005854,Out-210707,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,293.040000
2025-06-23,IN14077626A00602,Out-211993,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-23,IN14077626005370,Out-210584,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,293.040000
2025-06-24,IN14077626005462,Out-211094,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-20,IN14077626A00592,Out-212402,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,97.680000
2025-06-27,IN14077626005628,Out-212070,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,97.680000
2025-06-23,IN14077626005368,Out-211809,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-25,IN14077626005515,Out-213067,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,97.680000
2025-06-26,IN14077626005568,Out-1056721,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,293.040000
2025-06-30,IN14077626A00717,Out-210644,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-27,IN14077626005622,Out-211368,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-28,IN14077626005718,Out-212908,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-30,IN14077626A00716,Out-211358,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-06-24,IN14077626A00645,Out-210674,Packaged Beverages,Tata Tea,Chakra Gold,14000000011960,195.360000
2025-05-16,IN17248426001779,Out-4478783,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,380.750000
2025-05-19,IN17248426A00011,Out-550815,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00012,Out-550680,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00009,Out-550842,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001771,Out-1297567,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001747,Out-1056556,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001745,Out-727604,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00003,Out-1015756,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001734,Out-4476737,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00015,Out-550618,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00017,Out-550697,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00019,Out-550612,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001736,Out-727656,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00041,Out-550691,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00040,Out-639947,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001746,Out-550824,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00007,Out-550759,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001740,Out-4476762,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001738,Out-550688,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001778,Out-550584,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00024,Out-550644,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001743,Out-1391385,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00028,Out-550799,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00027,Out-4362830,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001752,Out-727628,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00008,Out-550636,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00014,Out-550733,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00013,Out-550637,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001735,Out-550786,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001754,Out-918471,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001782,Out-4510967,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001741,Out-550701,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001755,Out-727571,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001775,Out-550718,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001750,Out-1223559,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001777,Out-550633,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00047,Out-550647,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,228.450000
2025-05-16,IN17248426001772,Out-918367,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001780,Out-4478783,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00037,Out-4476825,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001739,Out-550668,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00023,Out-4477349,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001730,Out-550783,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-19,IN17248426A00043,Out-550651,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-05-16,IN17248426001737,Out-550650,Packaged Foods,Tata Salt,TS Rock Salt,14000000012667,304.600000
2025-04-23,IN15890326001060,Out-379247,Ready to eat,Soulfull,Soulfull Ragi Bites Choco (Snack),14000000008543,61.600000
2025-04-08,IN15890326000331,Out-378828,Ready to eat,Soulfull,Soulfull Ragi Bites Choco (Snack),14000000008543,61.600000
2025-04-03,IN15890326000136,Out-379386,Ready to eat,Soulfull,Soulfull Ragi Bites Choco (Snack),14000000008543,61.600000
2025-06-30,IN14878726A00003,Out-213506,Captain,Chings Secret,Chings Soups,14000000007987,1554.000000
2025-06-04,IN14077626003937,Out-212950,Organic India,Organic India,Organic India-Healthy Food,14000000008310,251.430000
2025-06-04,IN14077626A00183,Out-211344,Organic India,Organic India,Organic India-Healthy Food,14000000008310,502.860000
2025-06-05,IN14077626A00192,Out-210522,Organic India,Organic India,Organic India-Healthy Food,14000000008310,83.810000
2025-06-03,IN14077626003878,Out-212650,Organic India,Organic India,Organic India-Healthy Food,14000000008310,419.050000
2025-06-03,IN14077626003906,Out-210914,Organic India,Organic India,Organic India-Healthy Food,14000000008310,335.240000
2025-06-04,IN14077626004053,Out-211140,Organic India,Organic India,Organic India-Healthy Food,14000000008310,83.810000
2025-06-04,IN14077626003949,Out-210470,Organic India,Organic India,Organic India-Healthy Food,14000000008310,251.430000
2025-06-04,IN14077626003944,Out-212761,Organic India,Organic India,Organic India-Healthy Food,14000000008310,251.430000
2025-06-04,IN14077626003955,Out-212518,Organic India,Organic India,Organic India-Healthy Food,14000000008310,502.860000
2025-06-04,IN14077626A00174,Out-210953,Organic India,Organic India,Organic India-Healthy Food,14000000008310,83.810000
2025-06-05,IN14077626004098,Out-212205,Organic India,Organic India,Organic India-Healthy Food,14000000008310,586.670000
2025-06-04,IN14077626003979,Out-212260,Organic India,Organic India,Organic India-Healthy Food,14000000008310,335.240000
2025-06-05,IN14077626004076,Out-212052,Organic India,Organic India,Organic India-Healthy Food,14000000008310,83.810000
2025-06-05,IN14077626004093,Out-211526,Organic India,Organic India,Organic India-Healthy Food,14000000008310,167.620000
2025-06-04,IN14077626A00170,Out-212301,Organic India,Organic India,Organic India-Healthy Food,14000000008310,167.620000
2025-06-05,IN14077626004088,Out-211525,Organic India,Organic India,Organic India-Healthy Food,14000000008310,670.480000
2025-06-04,IN14077626003953,Out-212976,Organic India,Organic India,Organic India-Healthy Food,14000000008310,251.430000
2025-05-23,IN17747926001160,Out-400247,Packaged Beverages,Tetley,Tetley Green,14000000003297,293.340000
2025-04-17,IN17747926000231,Out-400292,Packaged Beverages,Tetley,Tetley Green,14000000003297,440.010000
2025-06-30,IN17248426003212,Out-550638,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-28,IN17248426003200,Out-550649,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-26,IN17248426A00440,Out-550724,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-21,IN17248426002902,Out-550609,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-28,IN17248426003192,Out-550647,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-21,IN17248426002865,Out-550840,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-30,IN17248426003219,Out-728499,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-23,IN17248426003075,Out-949622,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-23,IN17248426003074,Out-949576,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-27,IN17248426A00452,Out-4476737,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-23,IN17248426003072,Out-949613,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-21,IN17248426002897,Out-550743,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-30,IN17248426003216,Out-550837,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-21,IN17248426002905,Out-550771,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-06-28,IN17248426003203,Out-550651,Packaged Beverages,Tata Tea,Gemini,14000000012691,2365.740000
2025-06-21,IN17248426002901,Out-4511689,Packaged Beverages,Tata Tea,Gemini,14000000012691,394.290000
2025-04-24,IN17248426000817,Out-550709,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-16,IN17248426000611,Out-882038,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-20,IN17248426000769,Out-4187967,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-18,IN17248426000638,Out-4476267,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-16,IN17248426000612,Out-550643,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-24,IN17248426000910,Out-615486,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,366.180000
2025-04-24,IN17248426000919,Out-4480339,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-20,IN17248426000758,Out-550596,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-20,IN17248426000767,Out-728507,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-25,IN17248426000980,Out-1056556,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-20,IN17248426000749,Out-550648,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-18,IN17248426000699,Out-4476272,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-18,IN17248426000694,Out-550823,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,366.180000
2025-04-24,IN17248426000827,Out-550634,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-18,IN17248426000710,Out-550786,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-25,IN17248426000974,Out-550848,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-20,IN17248426000760,Out-550625,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
2025-04-16,IN17248426000565,Out-739873,Packaged Foods,I-shakti,I-shakti Soda,15000000002518,61.030000
